449,1
459,75
508,146
745,244
1022,7
1,1
1,311
297,409
562,374
643,421
709,330
327,439
650,438
790,485
866,368
1022,257
802,502
895,526
1022,469
335,504
441,618
479,616
531,551
629,496
1,679
162,743
230,708
663,667
717,662
643,685
899,745
1022,778
828,759
424,762
458,807
558,844
609,766
573,831
688,831
800,805
249,878
332,952
386,873
779,1022
1022,1022
604,1022
1,1022
81,1022
329,1022
257,889
